"","Meta.Data.datapoints","Meta.Data.interval","Meta.Data.ticker","Meta.Data.credit.cost","Meta.Data.Time.Zone","Meta.Data.last.refreshed","Crypto.Historical.Price.date","Crypto.Historical.Price.open","Crypto.Historical.Price.high","Crypto.Historical.Price.low","Crypto.Historical.Price.close","Crypto.Historical.Price.adj_close","Crypto.Historical.Price.volume"
"51",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-18",3670.92,3952.44,3661.42,3912.57,3912.57,376203280
"52",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-17",3617.24,3706.17,3608.18,3670.92,3670.92,134218331
"53",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-16",3593.49,3639.75,3592.04,3617.24,3617.24,86973822
"54",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-15",3588.72,3640.65,3575.95,3593.49,3593.49,130398989
"55",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-14",3605.87,3619.7,3567.39,3588.72,3588.72,117804856
"56",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-13",3617.41,3655.89,3590.01,3605.87,3605.87,146822348
"57",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-12",3611.34,3648.67,3574.22,3617.41,3617.41,164816438
"58",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-11",3685.14,3688.59,3608.18,3611.34,3611.34,146354074
"59",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-10",3652.26,3689.32,3611.46,3685.14,3685.14,109365095
"60",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-09",3660.03,3673.71,3616.11,3652.26,3652.26,94200588
"61",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-08",3375.33,3735.1,3363.32,3660.03,3660.03,317023029
"62",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-07",3394.89,3406.54,3369.1,3375.33,3375.33,97390901
"63",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-06",3447.66,3459.33,3362.24,3394.89,3394.89,150408587
"64",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-05",3431.24,3447.88,3415.67,3447.66,3447.66,84042727
"65",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-04",3449.62,3470.8,3429.21,3431.24,3431.24,82280894
"66",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-03",3508.68,3514.43,3424.42,3449.62,3449.62,79591219
"67",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-02",3461.63,3519.14,3441.21,3508.68,3508.68,94144187
"68",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-01",3434.13,3478.55,3398.96,3461.63,3461.63,144476056
"69",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-31",3467.21,3499.78,3422.83,3434.13,3434.13,128773893
"70",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-30",3418.25,3488.91,3395.94,3467.21,3467.21,146422486
"71",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-29",3453.42,3463.2,3369.19,3418.25,3418.25,158106687
"72",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-28",3565.08,3567.56,3402.56,3453.42,3453.42,206309738
"73",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-27",3596.5,3605.99,3511.29,3565.08,3565.08,93766117
"74",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-26",3582.89,3676.4,3578.62,3596.5,3596.5,105927045
"75",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-25",3598.52,3607.43,3539.41,3582.89,3582.89,116674680
"76",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-24",3572.05,3616.33,3546.5,3598.52,3598.52,113155246
"77",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-23",3602.04,3631.15,3543.96,3572.05,3572.05,135864247
"78",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-22",3571.92,3635.69,3473.77,3602.04,3602.04,191355241
"79",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-21",3567.73,3599.83,3535.19,3571.92,3571.92,129000924
"80",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-20",3729.78,3754.65,3529.25,3567.73,3567.73,177628515
"81",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-19",3648.05,3799.62,3643.01,3729.78,3729.78,143238228
"82",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-18",3685.3,3685.39,3620.44,3648.05,3648.05,118317804
"83",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-17",3643.99,3695.28,3586.92,3685.3,3685.3,168287506
"84",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-16",3621.24,3704.37,3611.38,3643.99,3643.99,196211595
"85",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-15",3703.9,3724.3,3590.49,3621.24,3621.24,198582447
"86",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-14",3551.24,3748.88,3544.53,3703.9,3703.9,204793029
"87",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-13",3664.38,3675.2,3528.24,3551.24,3551.24,164125048
"88",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-12",3669.2,3692.12,3611.2,3664.38,3664.38,103912541
"89",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-11",3668.15,3729.69,3616.41,3669.2,3669.2,231465488
"90",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-10",4048.34,4085.09,3631.07,3668.15,3668.15,412522198
"91",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-09",4040.75,4092.91,4013,4048.34,4048.34,223639028
"92",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-08",4050.4,4156.16,3990.34,4040.75,4040.75,268091045
"93",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-07",4102.85,4132.62,4001.35,4050.4,4050.4,209289368
"94",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-06",3855.39,4145.16,3829.09,4102.85,4102.85,236298043
"95",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-05",3874.06,3926.92,3841.13,3855.39,3855.39,139438510
"96",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-04",3835.86,3901.65,3783.88,3874.06,3874.06,170507611
"97",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-03",3961.01,3965.52,3778.76,3835.86,3835.86,176488072
"98",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-02",3880.15,3989.59,3826.29,3961.01,3961.01,210854603
"99",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-01-01",3747.39,3938.75,3696.94,3880.15,3880.15,170598307
"100",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-31",3896.21,3904.28,3701.48,3747.39,3747.39,206190463
"101",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-30",3797.06,3925.18,3760.8,3896.21,3896.21,191958416
"102",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-29",3947.86,4004.14,3774.38,3797.06,3797.06,214891355
"103",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-28",3646.09,4007.71,3628.43,3947.86,3947.86,353705007
"104",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-27",3848.78,3888.92,3622.39,3646.09,3646.09,305729129
"105",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-26",3834.73,3923.93,3746.86,3848.78,3848.78,263439573
"106",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-25",4081.95,4094.61,3734.85,3834.73,3834.73,367200910
"107",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-24",4007.63,4303.37,4006.6,4081.95,4081.95,459290147
"108",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-23",4045.24,4117.65,3972.39,4007.63,4007.63,235997621
"109",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-22",3898.81,4060.34,3849.23,4045.24,4045.24,250085915
"110",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-21",4137.66,4247.71,3831.2,3898.81,3898.81,516656937
"111",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-20",3736.54,4225.52,3712.82,4137.66,4137.66,724855205
"112",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-19",3715.85,3969.7,3693.57,3736.54,3736.54,620695447
"113",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-18",3548.19,3727.99,3481.46,3715.85,3715.85,327807644
"114",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-17",3255.37,3639.65,3239.06,3548.19,3548.19,412454521
"115",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-16",3232.51,3319.83,3227.4,3255.37,3255.37,148182655
"116",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-15",3235.48,3271.76,3169.53,3232.51,3232.51,165378769
"117",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-14",3305.11,3333.24,3180.97,3235.48,3235.48,290985461
"118",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-13",3485.59,3493.76,3272.81,3305.11,3305.11,286236674
"119",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-12",3401.02,3545.37,3380.48,3485.59,3485.59,257293632
"120",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-11",3467.16,3483.58,3348.98,3401.02,3401.02,230671778
"121",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-10",3592.84,3645.49,3416.77,3467.16,3467.16,287119758
"122",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-09",3461.07,3718.58,3436.5,3592.84,3592.84,295321498
"123",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-08",3420.57,3602.49,3295.21,3461.07,3461.07,357548590
"124",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-07",3485.18,3576.11,3248,3420.57,3420.57,699930576
"125",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-06",3737.53,3883.43,3467.92,3485.18,3485.18,590923562
"126",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-05",3948.44,3961.8,3719.19,3737.53,3737.53,320944415
"127",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-04",3871.41,4082.68,3770.92,3948.44,3948.44,373361232
"128",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-03",4143.86,4159.01,3795.18,3871.41,3871.41,423985399
"129",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-02",4197.7,4318.79,4077.67,4143.86,4143.86,262154694
"130",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-12-01",4009.67,4309.65,3942.62,4197.46,4197.46,280927570
"131",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-30",4286.85,4331.07,3916.3,4009.67,4009.67,497762735
"132",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-29",4263.52,4444.39,4130.68,4286.69,4286.69,479575430
"133",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-28",3822.99,4398.57,3822.94,4263.55,4263.55,726808596
"134",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-27",3784.77,3878.9,3613.11,3822.99,3822.99,555212127
"135",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-26",4004.46,4124.7,3598.81,3784.59,3784.59,715341714
"136",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-25",3854.11,4165.93,3550.04,4004.15,4004.15,819869496
"137",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-24",4343.42,4432,3741.2,3854.11,3854.11,503028289
"138",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-23",4320.68,4419.48,4157.19,4343.42,4343.42,521825987
"139",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-22",4593.04,4640.72,4297.21,4320.68,4320.68,376852837
"140",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-21",4441.81,4689.55,4315.58,4593.04,4593.04,686284917
"141",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-20",4809.62,4953.56,4168.25,4441.81,4441.81,1433400842
"142",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2018-11-19",5615.26,5615.98,4757.01,4809.62,4809.62,1072037780
