"","Meta.Data.datapoints","Meta.Data.interval","Meta.Data.ticker","Meta.Data.credit.cost","Meta.Data.Time.Zone","Meta.Data.last.refreshed","Crypto.Historical.Price.date","Crypto.Historical.Price.open","Crypto.Historical.Price.high","Crypto.Historical.Price.low","Crypto.Historical.Price.close","Crypto.Historical.Price.adj_close","Crypto.Historical.Price.volume"
"35",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-03-06",3874.18,3916.29,3839.39,3874.98,3874.98,129520549
"36",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-03-05",3731.28,3893.52,3720.49,3874.18,3874.18,165062256
"37",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-03-04",3812.31,3831.01,3705.14,3731.28,3731.28,147245676
"38",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-03-03",3842.94,3853.28,3788.04,3812.31,3812.31,64065044
"39",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-03-02",3831.48,3846.38,3790.74,3842.94,3842.94,73894412
"40",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-03-01",3823.37,3866.12,3822.67,3831.48,3831.48,101774924
"41",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-28",3830.72,3909.86,3798,3823.37,3823.37,170646670
"42",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-27",3817.88,3851.84,3699.53,3830.72,3830.72,175069054
"43",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-26",3845.51,3852.66,3791.9,3817.88,3817.88,126868886
"44",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-25",3771.62,3885.06,3771.53,3845.51,3845.51,185036583
"45",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-24",4149.09,4221.62,3755.38,3771.62,3771.62,319071544
"46",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-23",3983.53,4192.39,3948.48,4149.09,4149.09,231174632
"47",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-22",3937.04,3996.15,3917.66,3983.53,3983.53,170405341
"48",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-21",3974.05,4026.54,3900.28,3937.04,3937.04,187314178
"49",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-20",3924.24,3992.31,3898.91,3974.05,3974.05,209282292
"50",365,"1 day(s)","BTC",36500,"America/New_York","05/09/2019 at 08:29PM ET","2019-02-19",3912.57,4010.91,3882.52,3924.24,3924.24,292137057
